OpCo,OpCo Name,Subsidiary,Subsidiary Name,Departure Airport,Departure Airport Name,Departure Country,Departure Country Name,Departure Region,Arrival Airport,Arrival Airport Name,Arrival Country,Arrival Country Name,Arrival Region,Aircraft type,Date,Cabin,Service,# Passengers,# Flights
BA,British Airways,CJ,Cityflyer,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,ATH,ATHENS,GR,Greece,Europe,A320,2019-07-02,Economy,Non-Premium,919,8
BA,British Airways,CJ,Cityflyer,ATH,ATHENS,GR,Greece,Europe,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,107,5
BA,British Airways,CJ,Cityflyer,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,CPH,COPENHAGEN,DK,Denmark,Europe,A320,2019-07-02,Economy,Non-Premium,220,14
BA,British Airways,CJ,Cityflyer,CPH,COPENHAGEN,DK,Denmark,Europe,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,179,8
BA,British Airways,CJ,Cityflyer,LYS,LYON,FR,France,Europe,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,921,8
BA,British Airways,CJ,Cityflyer,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,HEL,HELSINKI,FI,Finland,Europe,A320,2019-07-02,Economy,Non-Premium,106,16
BA,British Airways,CJ,Cityflyer,HEL,HELSINKI,FI,Finland,Europe,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,449,4
BA,British Airways,CJ,Cityflyer,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,PSA,PISA,IT,Italy,Europe,A320,2019-07-02,Economy,Non-Premium,699,9
BA,British Airways,CJ,Cityflyer,PSA,PISA,IT,Italy,Europe,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,736,17
BA,British Airways,CJ,Cityflyer,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,BCN,BARCELONA,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,125,14
BA,British Airways,CJ,Cityflyer,BCN,BARCELONA,ES,Spain,Europe/Domestic,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,354,10
BA,British Airways,CJ,Cityflyer,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,BUD,BUDAPEST,HU,Hungary,Europe,A320,2019-07-02,Economy,Non-Premium,880,17
BA,British Airways,CJ,Cityflyer,BUD,BUDAPEST,HU,Hungary,Europe,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,448,7
BA,British Airways,CJ,Cityflyer,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,PRG,PRAGUE RUZYNE INTERNATIONAL AIRPORT,CZ,Czech Republic,Europe,A320,2019-07-02,Economy,Non-Premium,158,14
BA,British Airways,CJ,Cityflyer,ABV,ABUJA NNAMDI AZIKIWE INTERNATIONAL,NG,Nigeria,AMESA,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,777,2019-07-02,Economy,Non-Premium,250,5
BA,British Airways,CJ,Cityflyer,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,JFK,NEW YORK-JOHN F KENNEDY,US,United States,US + CA,777,2019-07-02,Economy,Non-Premium,922,14
BA,British Airways,CJ,Cityflyer,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,ATL,ATLANTA,US,United States,US + CA,777,2019-07-02,Economy,Non-Premium,714,14
BA,British Airways,CJ,Cityflyer,BOS,BOSTON EDWARD L LOGAN INTERNATIONAL,US,United States,US + CA,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,777,2019-07-02,Economy,Non-Premium,465,5
BA,British Airways,CJ,Cityflyer,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,SEA,SEATTLE,US,United States,US + CA,777,2019-07-02,Economy,Non-Premium,376,12
BA,British Airways,CJ,Cityflyer,SEA,SEATTLE,US,United States,US + CA,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,777,2019-07-02,Economy,Non-Premium,191,12
BA,British Airways,CJ,Cityflyer,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,DXB,DUBAI,AE,United Arab Emirates,AMESA,777,2019-07-02,Economy,Non-Premium,678,19
BA,British Airways,CJ,Cityflyer,DXB,DUBAI,AE,United Arab Emirates,AMESA,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,777,2019-07-02,Economy,Non-Premium,800,5
BA,British Airways,CJ,Cityflyer,DXB,DUBAI,AE,United Arab Emirates,AMESA,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,777,2019-07-02,Economy,Non-Premium,929,11
BA,British Airways,CJ,Cityflyer,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,BOS,BOSTON EDWARD L LOGAN INTERNATIONAL,US,United States,US + CA,777,2019-07-02,Economy,Non-Premium,546,20
BA,British Airways,CJ,Cityflyer,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,JFK,NEW YORK-JOHN F KENNEDY,US,United States,US + CA,777,2019-07-02,Economy,Non-Premium,874,17
BA,British Airways,CJ,Cityflyer,ATL,ATLANTA,US,United States,US + CA,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,777,2019-07-02,Economy,Non-Premium,242,16
BA,British Airways,CJ,Cityflyer,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,JFK,NEW YORK-JOHN F KENNEDY,US,United States,US + CA,777,2019-07-02,Economy,Non-Premium,611,3
BA,British Airways,CJ,Cityflyer,JFK,NEW YORK-JOHN F KENNEDY,US,United States,US + CA,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,777,2019-07-02,Economy,Non-Premium,756,15
BA,British Airways,CJ,Cityflyer,KWI,KUWAIT,KW,Kuwait,AMESA,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,777,2019-07-02,Economy,Non-Premium,568,2
BA,British Airways,CJ,Cityflyer,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,DFW,DALLAS FORT WORTH INTERNATIONAL,US,United States,US + CA,777,2019-07-02,Economy,Non-Premium,967,19
BA,British Airways,CJ,Cityflyer,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,JFK,NEW YORK-JOHN F KENNEDY,US,United States,US + CA,777,2019-07-02,Economy,Non-Premium,191,4
BA,British Airways,CJ,Cityflyer,JFK,NEW YORK-JOHN F KENNEDY,US,United States,US + CA,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,777,2019-07-02,Economy,Non-Premium,981,3
BA,British Airways,CJ,Cityflyer,DXB,DUBAI,AE,United Arab Emirates,AMESA,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,777,2019-07-02,Economy,Non-Premium,161,20
BA,British Airways,CJ,Cityflyer,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,BOS,BOSTON EDWARD L LOGAN INTERNATIONAL,US,United States,US + CA,777,2019-07-02,Economy,Non-Premium,681,5
BA,British Airways,CJ,Cityflyer,LGW,LONDON GATWICK,GB,United Kingdom,Europe/Domestic,MCO,ORLANDO,US,United States,US + CA,777,2019-07-02,Economy,Non-Premium,349,18
BA,British Airways,CJ,Cityflyer,MCO,ORLANDO,US,United States,US + CA,LGW,LONDON GATWICK,GB,United Kingdom,Europe/Domestic,777,2019-07-02,Economy,Non-Premium,258,12
BA,British Airways,CJ,Cityflyer,LGW,LONDON GATWICK,GB,United Kingdom,Europe/Domestic,TPA,TAMPA,US,United States,US + CA,777,2019-07-02,Economy,Non-Premium,186,5
BA,British Airways,CJ,Cityflyer,TPA,TAMPA,US,United States,US + CA,LGW,LONDON GATWICK,GB,United Kingdom,Europe/Domestic,777,2019-07-02,Economy,Non-Premium,859,7
BA,British Airways,CJ,Cityflyer,LGW,LONDON GATWICK,GB,United Kingdom,Europe/Domestic,KIN,NORMAN MANLEY INTERNATIONAL,JM,Jamaica,Caribbean,777,2019-07-02,Economy,Non-Premium,663,10
BA,British Airways,CJ,Cityflyer,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,BOS,BOSTON EDWARD L LOGAN INTERNATIONAL,US,United States,US + CA,777,2019-07-02,Economy,Non-Premium,345,12
BA,British Airways,CJ,Cityflyer,LGW,LONDON GATWICK,GB,United Kingdom,Europe/Domestic,ANU,ANTIGUA,AG,Antigua and Barbuda,Caribbean,777,2019-07-02,Economy,Non-Premium,636,8
BA,British Airways,CJ,Cityflyer,ANU,ANTIGUA,AG,Antigua and Barbuda,Caribbean,TAB,A.N.R. ROBINSON INTERNATIONAL,TT,Trinidad and Tobago,Caribbean,777,2019-07-02,Economy,Non-Premium,479,12
BA,British Airways,CJ,Cityflyer,TAB,A.N.R. ROBINSON INTERNATIONAL,TT,Trinidad and Tobago,Caribbean,ANU,ANTIGUA,AG,Antigua and Barbuda,Caribbean,777,2019-07-02,Economy,Non-Premium,137,16
BA,British Airways,CJ,Cityflyer,LGW,LONDON GATWICK,GB,United Kingdom,Europe/Domestic,JFK,NEW YORK-JOHN F KENNEDY,US,United States,US + CA,777,2019-07-02,Economy,Non-Premium,789,13
BA,British Airways,CJ,Cityflyer,LGW,LONDON GATWICK,GB,United Kingdom,Europe/Domestic,BGI,BARBADOS,BB,Barbados,Caribbean,777,2019-07-02,Economy,Non-Premium,860,20
BA,British Airways,CJ,Cityflyer,BGI,BARBADOS,BB,Barbados,Caribbean,LGW,LONDON GATWICK,GB,United Kingdom,Europe/Domestic,777,2019-07-02,Economy,Non-Premium,298,3
BA,British Airways,CJ,Cityflyer,LGW,LONDON GATWICK,GB,United Kingdom,Europe/Domestic,UVF,ST LUCIA,LC,St. Lucia,Caribbean,777,2019-07-02,Economy,Non-Premium,435,19
BA,British Airways,CJ,Cityflyer,UVF,ST LUCIA,LC,St. Lucia,Caribbean,POS,PIARCO INTERNATIONAL,TT,Trinidad and Tobago,Caribbean,777,2019-07-02,Economy,Non-Premium,678,20
BA,British Airways,CJ,Cityflyer,POS,PIARCO INTERNATIONAL,TT,Trinidad and Tobago,Caribbean,UVF,ST LUCIA,LC,St. Lucia,Caribbean,777,2019-07-02,Economy,Non-Premium,389,3
BA,British Airways,CJ,Cityflyer,UVF,ST LUCIA,LC,St. Lucia,Caribbean,LGW,LONDON GATWICK,GB,United Kingdom,Europe/Domestic,777,2019-07-02,Economy,Non-Premium,824,12
BA,British Airways,CJ,Cityflyer,LGW,LONDON GATWICK,GB,United Kingdom,Europe/Domestic,PUJ,PUNTA CANA INTERNATIONAL,DO,Dominican Republic,Caribbean,777,2019-07-02,Economy,Non-Premium,706,5
BA,British Airways,CJ,Cityflyer,PUJ,PUNTA CANA INTERNATIONAL,DO,Dominican Republic,Caribbean,LGW,LONDON GATWICK,GB,United Kingdom,Europe/Domestic,777,2019-07-02,Economy,Non-Premium,579,9
BA,British Airways,CJ,Cityflyer,LGW,LONDON GATWICK,GB,United Kingdom,Europe/Domestic,BDA,BERMUDA,BM,Bermuda,Caribbean,777,2019-07-02,Economy,Non-Premium,982,16
BA,British Airways,CJ,Cityflyer,BDA,BERMUDA,BM,Bermuda,Caribbean,LGW,LONDON GATWICK,GB,United Kingdom,Europe/Domestic,777,2019-07-02,Economy,Non-Premium,112,16
BA,British Airways,CJ,Cityflyer,YVR,VANCOUVER,CA,Canada,US + CA,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,A380,2019-07-02,Economy,Non-Premium,949,4
BA,British Airways,CJ,Cityflyer,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,YVR,VANCOUVER,CA,Canada,US + CA,A380,2019-07-02,Economy,Non-Premium,947,2
BA,British Airways,CJ,Cityflyer,SFO,SAN FRANCISCO,US,United States,US + CA,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,A380,2019-07-02,Economy,Non-Premium,492,9
BA,British Airways,CJ,Cityflyer,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,HKG,HONG KONG - CHEK LAP KOK,HK,"Hong Kong, China",Asia-Pacific,A380,2019-07-02,Economy,Non-Premium,624,9
BA,British Airways,CJ,Cityflyer,SIN,SINGAPORE,SG,Singapore,Asia-Pacific,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,A380,2019-07-02,Economy,Non-Premium,690,9
BA,British Airways,CJ,Cityflyer,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,BOS,BOSTON EDWARD L LOGAN INTERNATIONAL,US,United States,US + CA,A380,2019-07-02,Economy,Non-Premium,930,8
BA,British Airways,CJ,Cityflyer,BOS,BOSTON EDWARD L LOGAN INTERNATIONAL,US,United States,US + CA,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,A380,2019-07-02,Economy,Non-Premium,576,19
BA,British Airways,CJ,Cityflyer,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,ORD,CHICAGO,US,United States,US + CA,A380,2019-07-02,Economy,Non-Premium,431,13
BA,British Airways,CJ,Cityflyer,HKG,HONG KONG - CHEK LAP KOK,HK,"Hong Kong, China",Asia-Pacific,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,A380,2019-07-02,Economy,Non-Premium,991,17
BA,British Airways,CJ,Cityflyer,ORD,CHICAGO,US,United States,US + CA,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,A380,2019-07-02,Economy,Non-Premium,529,3
BA,British Airways,CJ,Cityflyer,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,SIN,SINGAPORE,SG,Singapore,Asia-Pacific,A380,2019-07-02,Economy,Non-Premium,227,19
BA,British Airways,CJ,Cityflyer,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,SFO,SAN FRANCISCO,US,United States,US + CA,A380,2019-07-02,Economy,Non-Premium,302,11
BA,British Airways,CJ,Cityflyer,LAX,LOS ANGELES,US,United States,US + CA,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,A380,2019-07-02,Economy,Non-Premium,892,2
BA,British Airways,CJ,Cityflyer,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,JNB,JOHANNESBURG INTERNATIONAL,ZA,South Africa,AMESA,A380,2019-07-02,Economy,Non-Premium,962,12
BA,British Airways,CJ,Cityflyer,JNB,JOHANNESBURG INTERNATIONAL,ZA,South Africa,AMESA,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,A380,2019-07-02,Economy,Non-Premium,763,6
BA,British Airways,CJ,Cityflyer,LGW,LONDON GATWICK,GB,United Kingdom,Europe/Domestic,MCO,ORLANDO,US,United States,US + CA,777,2019-07-02,Economy,Non-Premium,743,19
BA,British Airways,CJ,Cityflyer,MCO,ORLANDO,US,United States,US + CA,LGW,LONDON GATWICK,GB,United Kingdom,Europe/Domestic,777,2019-07-02,Economy,Non-Premium,243,18
BA,British Airways,CJ,Cityflyer,NAS,LYNDEN PINDLING INTERNATIONAL,BS,"Bahamas,  The",Caribbean,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,777,2019-07-02,Economy,Non-Premium,941,7
BA,British Airways,CJ,Cityflyer,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,BLR,KEMPEGOWDA INTL,IN,India,AMESA,777,2019-07-02,Economy,Non-Premium,772,9
BA,British Airways,CJ,Cityflyer,INV,INVERNESS,GB,United Kingdom,Europe/Domestic,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,153,18
BA,British Airways,CJ,Cityflyer,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,NCL,NEWCASTLE,GB,United Kingdom,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,151,6
BA,British Airways,CJ,Cityflyer,NCL,NEWCASTLE,GB,United Kingdom,Europe/Domestic,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,214,11
BA,British Airways,CJ,Cityflyer,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,NCL,NEWCASTLE,GB,United Kingdom,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,787,11
BA,British Airways,CJ,Cityflyer,NCL,NEWCASTLE,GB,United Kingdom,Europe/Domestic,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,626,19
BA,British Airways,CJ,Cityflyer,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,FCO,ROME-FIUMICINO,IT,Italy,Europe,A320,2019-07-02,Economy,Non-Premium,708,5
BA,British Airways,CJ,Cityflyer,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,MUC,MUNICH,DE,Germany,Europe,A320,2019-07-02,Economy,Non-Premium,754,13
BA,British Airways,CJ,Cityflyer,MUC,MUNICH,DE,Germany,Europe,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,422,11
BA,British Airways,CJ,Cityflyer,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,TLS,TOULOUSE BLAGNAC,FR,France,Europe,A320,2019-07-02,Economy,Non-Premium,663,2
BA,British Airways,CJ,Cityflyer,TLS,TOULOUSE BLAGNAC,FR,France,Europe,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,273,2
BA,British Airways,CJ,Cityflyer,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,OSL,OSLO GARDERMOEN,NO,Norway,Europe,A320,2019-07-02,Economy,Non-Premium,425,17
BA,British Airways,CJ,Cityflyer,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,DUB,DUBLIN,IE,Ireland,Europe,A320,2019-07-02,Economy,Non-Premium,889,6
BA,British Airways,CJ,Cityflyer,DUB,DUBLIN,IE,Ireland,Europe,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,785,18
BA,British Airways,CJ,Cityflyer,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,NCE,NICE COTE D'AZUR,FR,France,Europe,A320,2019-07-02,Economy,Non-Premium,910,6
BA,British Airways,CJ,Cityflyer,NCE,NICE COTE D'AZUR,FR,France,Europe,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,455,7
BA,British Airways,CJ,Cityflyer,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,EDI,EDINBURGH,GB,United Kingdom,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,698,6
BA,British Airways,CJ,Cityflyer,EDI,EDINBURGH,GB,United Kingdom,Europe/Domestic,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,341,11
BA,British Airways,CJ,Cityflyer,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,MAN,MANCHESTER,GB,United Kingdom,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,166,14
BA,British Airways,CJ,Cityflyer,MAN,MANCHESTER,GB,United Kingdom,Europe/Domestic,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,126,9
BA,British Airways,CJ,Cityflyer,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,EDI,EDINBURGH,GB,United Kingdom,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,625,18
BA,British Airways,CJ,Cityflyer,EDI,EDINBURGH,GB,United Kingdom,Europe/Domestic,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,319,5
BA,British Airways,CJ,Cityflyer,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,AMS,AMSTERDAM,NL,Netherlands,Europe,A320,2019-07-02,Economy,Non-Premium,152,6
BA,British Airways,CJ,Cityflyer,AMS,AMSTERDAM,NL,Netherlands,Europe,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,470,11
BA,British Airways,CJ,Cityflyer,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,TLS,TOULOUSE BLAGNAC,FR,France,Europe,A320,2019-07-02,Economy,Non-Premium,995,4
BA,British Airways,CJ,Cityflyer,ABZ,ABERDEEN,GB,United Kingdom,Europe/Domestic,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,370,7
BA,British Airways,CJ,Cityflyer,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,ZRH,ZURICH,CH,Switzerland,Europe,A320,2019-07-02,Economy,Non-Premium,188,4
BA,British Airways,CJ,Cityflyer,ZRH,ZURICH,CH,Switzerland,Europe,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,574,2
BA,British Airways,CJ,Cityflyer,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,GOT,GOTHENBURG,SE,Sweden,Europe,A320,2019-07-02,Economy,Non-Premium,689,7
BA,British Airways,CJ,Cityflyer,GOT,GOTHENBURG,SE,Sweden,Europe,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,392,15
BA,British Airways,CJ,Cityflyer,BRU,BRUSSELS AIRPORT,BE,Belgium,Europe,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,939,15
BA,British Airways,CJ,Cityflyer,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,HAJ,HANOVER,DE,Germany,Europe,A320,2019-07-02,Economy,Non-Premium,189,11
BA,British Airways,CJ,Cityflyer,HAJ,HANOVER,DE,Germany,Europe,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,322,15
BA,British Airways,CJ,Cityflyer,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,DUB,DUBLIN,IE,Ireland,Europe,A320,2019-07-02,Economy,Non-Premium,710,4
BA,British Airways,CJ,Cityflyer,DUB,DUBLIN,IE,Ireland,Europe,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,282,7
BA,British Airways,CJ,Cityflyer,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,BHD,BELFAST CITY AIRPORT,GB,United Kingdom,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,812,7
BA,British Airways,CJ,Cityflyer,BHD,BELFAST CITY AIRPORT,GB,United Kingdom,Europe/Domestic,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,988,3
BA,British Airways,CJ,Cityflyer,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,ABZ,ABERDEEN,GB,United Kingdom,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,649,19
BA,British Airways,A0,Euroflyer,ABZ,ABERDEEN,GB,United Kingdom,Europe/Domestic,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,273,4
BA,British Airways,A0,Euroflyer,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,ZRH,ZURICH,CH,Switzerland,Europe,A320,2019-07-02,Economy,Non-Premium,740,13
BA,British Airways,A0,Euroflyer,ZRH,ZURICH,CH,Switzerland,Europe,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,982,4
BA,British Airways,A0,Euroflyer,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,OSL,OSLO GARDERMOEN,NO,Norway,Europe,A320,2019-07-02,Economy,Non-Premium,935,12
BA,British Airways,A0,Euroflyer,OSL,OSLO GARDERMOEN,NO,Norway,Europe,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,761,9
BA,British Airways,A0,Euroflyer,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,CDG,PARIS CHARLES DE GAULLE,FR,France,Europe,A320,2019-07-02,Economy,Non-Premium,836,13
BA,British Airways,A0,Euroflyer,CDG,PARIS CHARLES DE GAULLE,FR,France,Europe,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,625,3
BA,British Airways,A0,Euroflyer,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,AMS,AMSTERDAM,NL,Netherlands,Europe,A320,2019-07-02,Economy,Non-Premium,697,16
BA,British Airways,A0,Euroflyer,AMS,AMSTERDAM,NL,Netherlands,Europe,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,197,3
BA,British Airways,A0,Euroflyer,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,BRU,BRUSSELS AIRPORT,BE,Belgium,Europe,A320,2019-07-02,Economy,Non-Premium,226,9
BA,British Airways,A0,Euroflyer,BRU,BRUSSELS AIRPORT,BE,Belgium,Europe,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,521,8
BA,British Airways,A0,Euroflyer,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,EDI,EDINBURGH,GB,United Kingdom,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,297,11
BA,British Airways,A0,Euroflyer,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,TLV,TEL AVIV,IL,Israel,AMESA,777,2019-07-02,Economy,Non-Premium,316,11
BA,British Airways,A0,Euroflyer,TLV,TEL AVIV,IL,Israel,AMESA,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,777,2019-07-02,Economy,Non-Premium,755,11
BA,British Airways,A0,Euroflyer,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,GRU,SAO PAULO - GUARULHOS,BR,Brazil,LATAM,777,2019-07-02,Economy,Non-Premium,469,3
BA,British Airways,A0,Euroflyer,GRU,SAO PAULO - GUARULHOS,BR,Brazil,LATAM,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,777,2019-07-02,Economy,Non-Premium,992,2
BA,British Airways,A0,Euroflyer,BOS,BOSTON EDWARD L LOGAN INTERNATIONAL,US,United States,US + CA,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,777,2019-07-02,Economy,Non-Premium,525,17
BA,British Airways,A0,Euroflyer,BLR,KEMPEGOWDA INTL,IN,India,AMESA,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,777,2019-07-02,Economy,Non-Premium,809,8
BA,British Airways,A0,Euroflyer,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,SAN,SAN DIEGO,US,United States,US + CA,777,2019-07-02,Economy,Non-Premium,311,5
BA,British Airways,A0,Euroflyer,SAN,SAN DIEGO,US,United States,US + CA,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,777,2019-07-02,Economy,Non-Premium,635,8
